UniqueID,What is your gender?,What is your age?,What is your race?,Are you hispanic?,What is your level of education?,What is your income?,What area of New York are you from?,What is your zip code?,What is your borough?,Do you have a drivers license?,Do you have access to a car?,Reason for car,What type of car do you have?,Where do you park your car?,Do you pay to park?,Do you have a smartphone?,Do you own a bike?,How many bikes do you own?,qBIKETYPE1,Where do your packages get delivered?,"If you get parcels at a postal store, how far away are they?",Opinion of the subway,Has this affected how often you use the subway?,Opinion on the bus service,Has this affected how often you use the bus,Relationship status,Do you get state welfare?,Are you disabled?,What type of building do you live in?,Do you rent or own your house?,How many children do you have?,Do you accompany your children to school?,Employment Status,What type of industry do you work in?,How many fulltime jobs do you have?,How many part time jobs do you have?,How many jobs do you have?,Where do you work?,Can you work from home?,Which borough do you work in?,What time do you go to work?,What time do you finish work?,What is your preferred language?
101831,Female,36,Black/ African American/ Caribbean American,"Yes, Puerto Rican","High school graduate or equivalent (i.e., GED)","$25,000 - $34,999",Southern Bronx,10468,The Bronx,Yes,I personally own or lease a car,1,Gasoline,On the street,NA,Yes,No,NA,NA,An alternative address (i.e. a family member or friend's),6-10 blocks,Staying the same,NA,Staying the same,NA,Married,No,No,A building with 50 or more apartments,Rent,Four or more,NA,Stay-at-home parent,NA,NA,NA,NA,NA,NA,NA,,,English
101196,Male,35,Black/ African American/ Caribbean American,"Yes, Puerto Rican",Some college but degree not received or in progress,"$35,000 - $49,999",Manhattan Core,10013,Manhattan,Yes,I personally own or lease a car,1,Gasoline,In a garage or lot in your apartment building,No,Yes,No,NA,NA,My lobby,NA,Getting worse,I use the subway less frequently,Getting worse,I take the bus less frequently,Single,No,No,A building with 10 to 49 apartments,Rent,None,NA,Employed full time (working more than 30 hours per week),Retail,1,0,1 job,Varying job sites,"No, do not work from home",Queens,9AM,5PM,English
100715,Female,22,Two or more races,"Yes, Mexican, Mexican American, Chicano","Associate degree (i.e., AA, AS)","Less than $14,999",Inner Queens,11377,Queens,No,I do not have access to a car,NA,NA,NA,NA,Yes,Yes,2,Yes,My workplace,NA,Getting worse,I use the subway the same amount,Getting worse,I take the bus less frequently,Single,Yes,Yes,A building with 2 to 9 apartments,Rent,None,NA,Employed part time (working less than 30 hours per week),Non-profit,NA,3 or more,3 or more jobs,At a school or day care facility,"No, do not work from home",Manhattan,am,pm,English
100140,Male,51,White/Caucasian,"No, not of Hispanic, Latino, or Spanish origin","Graduate degree (i.e., Master's, Professional, Doctorate)","$100,000 - $149,999",Manhattan Core,10001,Manhattan,Yes,I personally own or lease a car,1,Gasoline,In another parking garage or lot,Yes,Yes,Yes,1,Yes,My doorstep,NA,Getting worse,I use the subway less frequently,Getting worse,I take the bus the same amount,Single,No,No,A building with 50 or more apartments,Own,None,NA,Employed full time (working more than 30 hours per week),Government,1,0,1 job,At an office,"No, do not work from home",Manhattan,1000 AM,730 PM,NA
105349,Female,60,White/Caucasian,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (i.e., BA, BS, AB)","$50,000 - $74,999",Outer Queens,11360,Queens,Yes,I personally own or lease a car,1,Gasoline,In another parking garage or lot,Yes,Yes,No,NA,NA,My lobby,NA,Getting worse,I use the subway less frequently,Getting better,I take the bus more frequently,Single,No,No,A building with 10 to 49 apartments,Own,None,NA,Employed full time (working more than 30 hours per week),Real estate,1,0,1 job,At an office,"No, do not work from home",Manhattan,9am-5pm,630pm,English
101885,Female,43,White/Caucasian,"No, not of Hispanic, Latino, or Spanish origin",Some college but degree not received or in progress,"$100,000 - $149,999",Inner Brooklyn,11229,Brooklyn,Yes,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",1,Gasoline,In a garage or lot in your apartment building,No,Yes,Yes,1,Yes,My doorstep,NA,Getting worse,I use the subway less frequently,Staying the same,NA,Married,No,No,A building with 10 to 49 apartments,Own,One,NA,Employed full time (working more than 30 hours per week),Health Care/Social Assistance,1,1,2 jobs,At a hospital/doctor's office/healthcare facility,"No, do not work from home",Brooklyn,7am,9pm,English
102056,Female,41,Two or more races,"Yes, Mexican, Mexican American, Chicano","Bachelor's degree (i.e., BA, BS, AB)","$100,000 - $149,999",Northern Manhattan,10026,Manhattan,Yes,I personally own or lease a car,1,Hybrid,On the street,NA,Yes,Yes,2,Yes,My lobby,NA,Getting worse,I use the subway less frequently,Staying the same,NA,Married,No,No,A building with 10 to 49 apartments,Own,None,NA,Employed full time (working more than 30 hours per week),Other,1,1,2 jobs,Varying job sites,"No, do not work from home",Manhattan,There is no typical time for my work in the AM or PM,There is no typical time in the AM or PM,English
104248,Female,68,Black/ African American/ Caribbean American,"No, not of Hispanic, Latino, or Spanish origin",Some high school,"$15,000 - $24,999",Northern Bronx,10462,The Bronx,Yes,I do not have access to a car,NA,NA,NA,NA,Yes,No,NA,NA,My doorstep,NA,Staying the same,NA,Staying the same,NA,Single,No,No,A building with 50 or more apartments,Rent,None,NA,Retired,NA,NA,NA,NA,NA,NA,NA,,,English
100611,Female,59,Black/ African American/ Caribbean American,"No, not of Hispanic, Latino, or Spanish origin","Associate degree (i.e., AA, AS)","$100,000 - $149,999",Southern Bronx,10451,The Bronx,Yes,I personally own or lease a car,1,Gasoline,In a garage or lot in your apartment building,No,Yes,No,NA,NA,My doorstep,NA,Staying the same,NA,Getting worse,I take the bus less frequently,Living in a committed partnership,No,No,A building with 50 or more apartments,Own,None,NA,Employed full time (working more than 30 hours per week),Technology & Telecommunications,1,0,1 job,At an office,"No, do not work from home",Manhattan,8:00 AM,6:00 PM,NA
103079,Male,54,White/Caucasian,"No, not of Hispanic, Latino, or Spanish origin","Graduate degree (i.e., Master's, Professional, Doctorate)","$100,000 - $149,999",Northern Manhattan,10033,Manhattan,Yes,I do not have access to a car,NA,NA,NA,NA,Yes,No,NA,NA,My doorman,NA,Getting worse,I use the subway the same amount,NA,NA,Divorced,No,No,A building with 50 or more apartments,Own,None,NA,Employed full time (working more than 30 hours per week),Government,1,0,1 job,At an office,"No, do not work from home",Manhattan,Between 7am and 10am,Between 6pm and 7:30pm,English
100633,Male,37,White/Caucasian,"No, not of Hispanic, Latino, or Spanish origin",Some college but degree not received or in progress,"$75,000 - $99,999",Staten Island,10305,Staten Island,Yes,I personally own or lease a car,1,Gasoline,In a single family home garage or driveway,NA,Yes,No,NA,NA,My doorstep,NA,Staying the same,NA,Staying the same,NA,Married,No,No,A one family house detached from any other house,Own,None,NA,Employed full time (working more than 30 hours per week),Technology & Telecommunications,1,1,2 jobs,From home,"Yes, work from home",NA,,,NA
105424,Female,32,Black/ African American/ Caribbean American,"No, not of Hispanic, Latino, or Spanish origin","Graduate degree (i.e., Master's, Professional, Doctorate)","$150,000-$199,999",Manhattan Core,10018,Manhattan,Yes,I do not have access to a car,NA,NA,NA,NA,Yes,No,NA,NA,My doorman,NA,Staying the same,NA,Staying the same,NA,Single,No,No,A building with 50 or more apartments,Rent,None,NA,Employed full time (working more than 30 hours per week),Other,1,0,1 job,At an office,"No, do not work from home",Manhattan,varies,varies,English
100722,Female,46,White/Caucasian,"No, not of Hispanic, Latino, or Spanish origin","Graduate degree (i.e., Master's, Professional, Doctorate)","$75,000 - $99,999",Staten Island,10314,Staten Island,Yes,I personally own or lease a car,2,Gasoline,In a single family home garage or driveway,NA,Yes,No,NA,NA,My doorstep,NA,Getting better,I use the subway the same amount,Staying the same,NA,Married,No,No,A one family house detached from any other house,Own,None,NA,Unemployed,NA,NA,NA,NA,NA,NA,NA,,,English
105033,Male,57,White/Caucasian,"No, not of Hispanic, Latino, or Spanish origin","Graduate degree (i.e., Master's, Professional, Doctorate)","$75,000 - $99,999",Middle Queens,11375,Queens,Yes,I do not have access to a car,NA,NA,NA,NA,Yes,No,NA,NA,My doorstep,NA,Staying the same,NA,Staying the same,NA,Single,No,No,A building with 50 or more apartments,Rent,None,NA,Employed full time (working more than 30 hours per week),Education,1,0,1 job,At a school or day care facility,"No, do not work from home",Manhattan,7:00 AM,5:00 PM,English
100259,Male,69,White/Caucasian,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (i.e., BA, BS, AB)","$35,000 - $49,999",Manhattan Core,10016,Manhattan,No,I do not have access to a car,NA,NA,NA,NA,No,No,NA,NA,My lobby,NA,Getting worse,I use the subway less frequently,Getting worse,I take the bus less frequently,Divorced,No,No,A building with 10 to 49 apartments,Rent,None,NA,Employed part time (working less than 30 hours per week),"Professional & Business Services (consulting, legal, marketing)",NA,1,1 job,From home,"Yes, work from home",NA,,,NA
101703,Female,30,Black/ African American/ Caribbean American,"Yes, Puerto Rican","Bachelor's degree (i.e., BA, BS, AB)","$100,000 - $149,999",Outer Brooklyn,11224,Brooklyn,Yes,I personally own or lease a car,1,Hybrid,In a shared driveway,NA,Yes,No,NA,NA,My doorstep,NA,Staying the same,NA,Staying the same,NA,Married,No,No,A building with 50 or more apartments,Own,Two,Yes,Employed full time (working more than 30 hours per week),"Professional & Business Services (consulting, legal, marketing)",1,0,1 job,At an office,"No, do not work from home",Manhattan,8am,4pm,English
105361,Male,53,Black/ African American/ Caribbean American,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (i.e., BA, BS, AB)","$150,000-$199,999",Outer Queens,11429,Queens,Yes,I personally own or lease a car,3,Gasoline,In a single family home garage or driveway,NA,Yes,Yes,2,Yes,My doorstep,NA,Getting worse,I use the subway less frequently,Getting worse,I take the bus less frequently,Married,No,No,A one family house detached from any other house,Own,None,NA,Employed full time (working more than 30 hours per week),Construction,1,0,1 job,Varying job sites,"No, do not work from home",Queens,7:00 AM,6:00 PM,English
100435,Male,67,Black/ African American/ Caribbean American,"No, not of Hispanic, Latino, or Spanish origin","Associate degree (i.e., AA, AS)","$50,000 - $74,999",Outer Queens,11412,Queens,Yes,I personally own or lease a car,1,Gasoline,In a single family home garage or driveway,NA,Yes,Yes,1,Yes,My doorstep,NA,Getting worse,I use the subway less frequently,Staying the same,NA,Married,No,No,A one family house detached from any other house,Own,None,NA,Retired,NA,NA,NA,NA,NA,NA,NA,,,NA
100326,Male,70,White/Caucasian,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (i.e., BA, BS, AB)","$50,000 - $74,999",Outer Brooklyn,11234,Brooklyn,Yes,I personally own or lease a car,1,Gasoline,In a shared driveway,NA,Yes,Yes,3,Yes,My lobby,NA,Getting worse,I use the subway the same amount,Staying the same,NA,Married,No,No,A one family house attached to one or more houses,Own,None,NA,Employed part time (working less than 30 hours per week),Other,NA,1,1 job,From home,"Yes, work from home",NA,,,NA
102917,Male,32,White/Caucasian,"No, not of Hispanic, Latino, or Spanish origin","Graduate degree (i.e., Master's, Professional, Doctorate)","$100,000 - $149,999",Northern Manhattan,10031,Manhattan,Yes,I personally own or lease a car,2,Gasoline,In a single family home garage or driveway,NA,Yes,Yes,3,Yes,My lobby,NA,Staying the same,NA,Getting worse,I take the bus the same amount,Married,No,No,A one family house attached to one or more houses,Own,Two,No,Employed full time (working more than 30 hours per week),Education,1,0,1 job,At a school or day care facility,"No, do not work from home",Manhattan,7:00 AM,6,English
103055,Male,32,White/Caucasian,"No, not of Hispanic, Latino, or Spanish origin",Some college but degree not received or in progress,"$50,000 - $74,999",Northern Manhattan,10040,Manhattan,Yes,Other,NA,NA,NA,NA,Yes,No,NA,NA,My doorstep,NA,Getting worse,I use the subway the same amount,Staying the same,NA,Single,No,No,A building with 50 or more apartments,Rent,None,NA,Employed full time (working more than 30 hours per week),Other,1,1,2 jobs,At an office,"No, do not work from home",Manhattan,1PM to 9PM,9PM,English
100950,Female,67,White/Caucasian,"No, not of Hispanic, Latino, or Spanish origin",Some college but degree not received or in progress,"$150,000-$199,999",Middle Queens,11358,Queens,Yes,I personally own or lease a car,2,Gasoline,In a single family home garage or driveway,NA,No,No,NA,NA,My doorstep,NA,Getting worse,I use the subway the same amount,Getting worse,I take the bus less frequently,Married,No,No,A one family house detached from any other house,Own,None,NA,Employed full time (working more than 30 hours per week),"Professional & Business Services (consulting, legal, marketing)",1,0,1 job,At an office,"No, do not work from home",Queens,I leave at 7:30. a.m.,6:00.p.m.,English
100647,Female,62,White/Caucasian,"No, not of Hispanic, Latino, or Spanish origin","High school graduate or equivalent (i.e., GED)","$75,000 - $99,999",Outer Queens,11357,Queens,Yes,I personally own or lease a car,2,Gasoline,On the street,NA,Yes,Yes,1,Yes,My doorstep,NA,Staying the same,NA,Staying the same,NA,Married,No,No,A one family house detached from any other house,Own,None,NA,Employed full time (working more than 30 hours per week),Transportation and Utilities,1,0,1 job,Other,"No, do not work from home",Queens,5:00 AM,5:15 PM,NA
102286,Female,30,White/Caucasian,"No, not of Hispanic, Latino, or Spanish origin","Graduate degree (i.e., Master's, Professional, Doctorate)","$75,000 - $99,999",Staten Island,10312,Staten Island,Yes,I personally own or lease a car,2,Gasoline,In a single family home garage or driveway,NA,Yes,No,NA,NA,My doorstep,NA,Getting better,I use the subway the same amount,Getting better,I take the bus the same amount,Married,No,No,A one family house attached to one or more houses,Own,None,NA,Employed full time (working more than 30 hours per week),Financial services,1,0,1 job,At an office,"No, do not work from home",Manhattan,9am,7pm,English
102247,Male,34,Asian,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (i.e., BA, BS, AB)","Less than $14,999",Inner Queens,11372,Queens,Yes,I personally own or lease a car,1,Gasoline,In a garage or lot in your apartment building,No,Yes,Yes,1,Yes,My lobby,NA,Getting worse,I use the subway less frequently,Staying the same,NA,Divorced,Yes,No,A building with 2 to 9 apartments,Own,None,NA,Employed part time (working less than 30 hours per week),Government,NA,1,1 job,In a remote location that is not at home (i.e. a coworking space or coffee shop),"No, do not work from home",Manhattan,9AM,6PM,English
100672,Female,70,White/Caucasian,"No, not of Hispanic, Latino, or Spanish origin","Graduate degree (i.e., Master's, Professional, Doctorate)","$50,000 - $74,999",Northern Manhattan,10025,Manhattan,Yes,I personally own or lease a car,1,Gasoline,In another parking garage or lot,Yes,Yes,No,NA,NA,My doorman,NA,Getting worse,I use the subway the same amount,Getting worse,I take the bus less frequently,Single,No,No,A building with 50 or more apartments,Rent,None,NA,Employed part time (working less than 30 hours per week),Other,NA,1,1 job,From home,"Yes, work from home",NA,,,NA
103983,Female,29,White/Caucasian,"No, not of Hispanic, Latino, or Spanish origin","Graduate degree (i.e., Master's, Professional, Doctorate)","$100,000 - $149,999",Staten Island,10312,Staten Island,Yes,I personally own or lease a car,2,Gasoline,In a single family home garage or driveway,NA,Yes,No,NA,NA,My doorstep,NA,Staying the same,NA,Getting better,I take the bus the same amount,Living in a committed partnership,No,No,A one family house detached from any other house,Own,None,NA,Employed full time (working more than 30 hours per week),Health Care/Social Assistance,1,0,1 job,At a hospital/doctor's office/healthcare facility,"No, do not work from home",Staten Island,7am,5pm,English
100230,Female,47,White/Caucasian,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (i.e., BA, BS, AB)","$150,000-$199,999",Staten Island,10312,Staten Island,Yes,I personally own or lease a car,2,Gasoline,On the street,NA,Yes,Yes,2,Yes,My doorstep,NA,Getting better,I use the subway the same amount,Getting better,I take the bus the same amount,Married,No,No,A one family house detached from any other house,Own,Two,NA,Employed full time (working more than 30 hours per week),Financial services,1,0,1 job,At an office,"No, do not work from home",Manhattan,office work,PM,NA
